namespace,track,namespace_label,country_code,country_name,region_level,regions,rows,year_min,year_max,latest_li_year,li_rows,ili_rows,hli_rows,ihli_rows,source_bundle,method_flag,quality_flag,evidence_tier,input_method,source_evidence_badges,limitation_note,latest_ili_year,latest_hli_year,latest_ihli_year
gdl_shdi_lso_levelx_v3,official_clean,Lesotho / GDL SHDI level x,LSO,Lesotho,gdl_level_x,10,340,1990,2023,2023.0,340,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_lbr_levelx_v3,modelled_hale_experimental,Liberia / GDL SHDI level x,LBR,Liberia,gdl_level_x,15,375,1999,2023,2023.0,375,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_lbr_levelx_v3,official_clean,Liberia / GDL SHDI level x,LBR,Liberia,gdl_level_x,15,375,1999,2023,2023.0,375,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_lby_levelx_v3,modelled_hale_experimental,Libya / GDL SHDI level x,LBY,Libya,gdl_level_x,3,102,1990,2023,2023.0,102,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_lby_levelx_v3,official_clean,Libya / GDL SHDI level x,LBY,Libya,gdl_level_x,3,102,1990,2023,2023.0,102,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
eu_nuts2_ltu_v1,extended_experimental,Lithuania / EU NUTS2 pilot,LTU,Lithuania,nuts2,2,50,2000,2024,2024.0,48,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_ltu_v1,modelled_hale_experimental,Lithuania / EU NUTS2 pilot,LTU,Lithuania,nuts2,2,50,2000,2024,2024.0,48,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_ltu_v1,official_clean,Lithuania / EU NUTS2 pilot,LTU,Lithuania,nuts2,2,50,2000,2024,2024.0,48,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_lux_v1,extended_experimental,Luxembourg / EU NUTS2 pilot,LUX,Luxembourg,nuts2,1,25,2000,2024,2024.0,25,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+ihme_gbd_2023_subnational_hale_modelled|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location|observed_eurostat_li_no_subnational_gini_hale,modelled|harmonized_observed,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,IHME modelled HALE|observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_lux_v1,modelled_hale_experimental,Luxembourg / EU NUTS2 pilot,LUX,Luxembourg,nuts2,1,25,2000,2024,2024.0,25,0,24,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+ihme_gbd_2023_subnational_hale_modelled|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location|observed_eurostat_li_no_subnational_gini_hale,modelled|harmonized_observed,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,IHME modelled HALE|observed source,inputs use the labelled source family shown in the provenance fields,,2023.0,
eu_nuts2_lux_v1,official_clean,Luxembourg / EU NUTS2 pilot,LUX,Luxembourg,nuts2,1,25,2000,2024,2024.0,25,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+ihme_gbd_2023_subnational_hale_modelled|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location|observed_eurostat_li_no_subnational_gini_hale,modelled|harmonized_observed,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,IHME modelled HALE|observed source,inputs use the labelled source family shown in the provenance fields,,,
gdl_shdi_mdg_levelx_v3,modelled_hale_experimental,Madagascar / GDL SHDI level x,MDG,Madagascar,gdl_level_x,22,528,2000,2023,2023.0,528,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mdg_levelx_v3,official_clean,Madagascar / GDL SHDI level x,MDG,Madagascar,gdl_level_x,22,528,2000,2023,2023.0,528,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mwi_levelx_v3,modelled_hale_experimental,Malawi / GDL SHDI level x,MWI,Malawi,gdl_level_x,13,442,1990,2023,2023.0,442,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mwi_levelx_v3,official_clean,Malawi / GDL SHDI level x,MWI,Malawi,gdl_level_x,13,442,1990,2023,2023.0,442,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mys_levelx_v3,modelled_hale_experimental,Malaysia / GDL SHDI level x,MYS,Malaysia,gdl_level_x,15,510,1990,2023,2023.0,510,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mys_levelx_v3,official_clean,Malaysia / GDL SHDI level x,MYS,Malaysia,gdl_level_x,15,510,1990,2023,2023.0,510,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mdv_levelx_v3,modelled_hale_experimental,Maldives / GDL SHDI level x,MDV,Maldives,gdl_level_x,6,174,1995,2023,2023.0,174,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mdv_levelx_v3,official_clean,Maldives / GDL SHDI level x,MDV,Maldives,gdl_level_x,6,174,1995,2023,2023.0,174,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mli_levelx_v3,modelled_hale_experimental,Mali / GDL SHDI level x,MLI,Mali,gdl_level_x,8,272,1990,2023,2023.0,272,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mli_levelx_v3,official_clean,Mali / GDL SHDI level x,MLI,Mali,gdl_level_x,8,272,1990,2023,2023.0,272,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
eu_nuts2_mlt_v1,extended_experimental,Malta / EU NUTS2 pilot,MLT,Malta,nuts2,1,25,2000,2024,2023.0,23,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+ihme_gbd_2023_subnational_hale_modelled|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location|observed_eurostat_li_no_subnational_gini_hale,modelled|harmonized_observed,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,IHME modelled HALE|observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_mlt_v1,modelled_hale_experimental,Malta / EU NUTS2 pilot,MLT,Malta,nuts2,1,25,2000,2024,2023.0,23,0,24,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+ihme_gbd_2023_subnational_hale_modelled|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location|observed_eurostat_li_no_subnational_gini_hale,modelled|harmonized_observed,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,IHME modelled HALE|observed source,inputs use the labelled source family shown in the provenance fields,,2023.0,
eu_nuts2_mlt_v1,official_clean,Malta / EU NUTS2 pilot,MLT,Malta,nuts2,1,25,2000,2024,2023.0,23,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+ihme_gbd_2023_subnational_hale_modelled|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location|observed_eurostat_li_no_subnational_gini_hale,modelled|harmonized_observed,observed_inputs_only+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|observed_inputs_only,IHME modelled HALE|observed source,inputs use the labelled source family shown in the provenance fields,,,
gdl_shdi_mrt_levelx_v3,modelled_hale_experimental,Mauritania / GDL SHDI level x,MRT,Mauritania,gdl_level_x,12,408,1990,2023,2023.0,408,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mrt_levelx_v3,official_clean,Mauritania / GDL SHDI level x,MRT,Mauritania,gdl_level_x,12,408,1990,2023,2023.0,408,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mus_levelx_v3,modelled_hale_experimental,Mauritius / GDL SHDI level x,MUS,Mauritius,gdl_level_x,3,102,1990,2023,2023.0,102,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mus_levelx_v3,official_clean,Mauritius / GDL SHDI level x,MUS,Mauritius,gdl_level_x,3,102,1990,2023,2023.0,102,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
mexico_state_gdl_enigh_v2,extended_experimental,Mexico state / GDL + ENIGH pilot,MEX,Mexico,state,32,1088,1990,2023,2023.0,1088,128,0,0,gdl_subnational_lgnic_income_proxy+gdl_subnational_lifexp+ihme_gbd_2023_subnational_hale_modelled|gdl_subnational_lgnic_income_proxy+gdl_subnational_lifexp+inegi_enigh_2022_state_gini_xlsx+ihme_gbd_2023_subnational_hale_modelled,gdl_lgnic_income_proxy_observed_lifexp+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|gdl_lgnic_income_proxy_observed_lifexp+observed_enigh_state_gini_exact_year_join+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join,gdl_income_proxy_not_official_gdppc+observed_gdl_lifexp+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location|gdl_income_proxy_not_official_gdppc+observed_gdl_lifexp+official_inegi_state_gini+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location,modelled,gdl_lgnic_income_proxy_observed_lifexp+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|gdl_lgnic_income_proxy_observed_lifexp+observed_enigh_state_gini_exact_year_join+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join,GDL income proxy|IHME modelled HALE,income is a GDL lgnic proxy rather than source-country GDPpc,2022.0,,
mexico_state_gdl_enigh_v2,modelled_hale_experimental,Mexico state / GDL + ENIGH pilot,MEX,Mexico,state,32,1088,1990,2023,2023.0,1088,128,1088,128,gdl_subnational_lgnic_income_proxy+gdl_subnational_lifexp+ihme_gbd_2023_subnational_hale_modelled|gdl_subnational_lgnic_income_proxy+gdl_subnational_lifexp+inegi_enigh_2022_state_gini_xlsx+ihme_gbd_2023_subnational_hale_modelled,gdl_lgnic_income_proxy_observed_lifexp+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|gdl_lgnic_income_proxy_observed_lifexp+observed_enigh_state_gini_exact_year_join+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join,gdl_income_proxy_not_official_gdppc+observed_gdl_lifexp+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location|gdl_income_proxy_not_official_gdppc+observed_gdl_lifexp+official_inegi_state_gini+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location,modelled,gdl_lgnic_income_proxy_observed_lifexp+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|gdl_lgnic_income_proxy_observed_lifexp+observed_enigh_state_gini_exact_year_join+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join,GDL income proxy|IHME modelled HALE,income is a GDL lgnic proxy rather than source-country GDPpc,2022.0,2023.0,2022.0
mexico_state_gdl_enigh_v2,official_clean,Mexico state / GDL + ENIGH pilot,MEX,Mexico,state,32,1088,1990,2023,2023.0,1088,0,0,0,gdl_subnational_lgnic_income_proxy+gdl_subnational_lifexp+ihme_gbd_2023_subnational_hale_modelled|gdl_subnational_lgnic_income_proxy+gdl_subnational_lifexp+inegi_enigh_2022_state_gini_xlsx+ihme_gbd_2023_subnational_hale_modelled,gdl_lgnic_income_proxy_observed_lifexp+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|gdl_lgnic_income_proxy_observed_lifexp+observed_enigh_state_gini_exact_year_join+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join,gdl_income_proxy_not_official_gdppc+observed_gdl_lifexp+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location|gdl_income_proxy_not_official_gdppc+observed_gdl_lifexp+official_inegi_state_gini+ihme_modelled_hale_age_id_22_all_ages_metric_years_exact_location,modelled,gdl_lgnic_income_proxy_observed_lifexp+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join|gdl_lgnic_income_proxy_observed_lifexp+observed_enigh_state_gini_exact_year_join+modelled_ihme_gbd_hale_age22_all_ages_exact_location_join,GDL income proxy|IHME modelled HALE,income is a GDL lgnic proxy rather than source-country GDPpc,,,
gdl_shdi_mda_levelx_v3,modelled_hale_experimental,Moldova / GDL SHDI level x,MDA,Moldova,gdl_level_x,4,136,1990,2023,2023.0,136,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mda_levelx_v3,official_clean,Moldova / GDL SHDI level x,MDA,Moldova,gdl_level_x,4,136,1990,2023,2023.0,136,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mng_levelx_v3,modelled_hale_experimental,Mongolia / GDL SHDI level x,MNG,Mongolia,gdl_level_x,5,170,1990,2023,2023.0,170,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mng_levelx_v3,official_clean,Mongolia / GDL SHDI level x,MNG,Mongolia,gdl_level_x,5,170,1990,2023,2023.0,170,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mne_levelx_v3,modelled_hale_experimental,Montenegro / GDL SHDI level x,MNE,Montenegro,gdl_level_x,3,54,2006,2023,2023.0,54,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mne_levelx_v3,official_clean,Montenegro / GDL SHDI level x,MNE,Montenegro,gdl_level_x,3,54,2006,2023,2023.0,54,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mar_levelx_v3,modelled_hale_experimental,Morocco / GDL SHDI level x,MAR,Morocco,gdl_level_x,7,238,1990,2023,2023.0,238,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mar_levelx_v3,official_clean,Morocco / GDL SHDI level x,MAR,Morocco,gdl_level_x,7,238,1990,2023,2023.0,238,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_moz_levelx_v3,modelled_hale_experimental,Mozambique / GDL SHDI level x,MOZ,Mozambique,gdl_level_x,11,374,1990,2023,2023.0,374,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_moz_levelx_v3,official_clean,Mozambique / GDL SHDI level x,MOZ,Mozambique,gdl_level_x,11,374,1990,2023,2023.0,374,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mmr_levelx_v3,modelled_hale_experimental,Myanmar / GDL SHDI level x,MMR,Myanmar,gdl_level_x,14,476,1990,2023,2023.0,476,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_mmr_levelx_v3,official_clean,Myanmar / GDL SHDI level x,MMR,Myanmar,gdl_level_x,14,476,1990,2023,2023.0,476,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_nam_levelx_v3,modelled_hale_experimental,Namibia / GDL SHDI level x,NAM,Namibia,gdl_level_x,13,442,1990,2023,2023.0,442,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_nam_levelx_v3,official_clean,Namibia / GDL SHDI level x,NAM,Namibia,gdl_level_x,13,442,1990,2023,2023.0,442,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_npl_levelx_v3,modelled_hale_experimental,Nepal / GDL SHDI level x,NPL,Nepal,gdl_level_x,7,238,1990,2023,2023.0,238,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_npl_levelx_v3,official_clean,Nepal / GDL SHDI level x,NPL,Nepal,gdl_level_x,7,238,1990,2023,2023.0,238,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
eu_nuts2_nld_v1,extended_experimental,Netherlands / EU NUTS2 pilot,NLD,Netherlands,nuts2,14,344,2000,2024,2024.0,242,10,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+nld_cbs_vso_h7_2022_standardized_disposable_income_gini,observed_inputs_only|observed_inputs_only+cbs_vso_h7_2022_province_gini_joined_to_nuts2_province_codes,observed_eurostat_li_no_subnational_gini_hale|observed_eurostat_li_no_subnational_gini_hale+official_observed_gini_standardized_disposable_income_private_households_excluding_students,harmonized_observed|harmonized_observed|official_observed,observed_inputs_only|observed_inputs_only+cbs_province_gini_overlay,observed source|observed regional Gini,inputs use the labelled source family shown in the provenance fields|Gini is the CBS 2022 province coefficient for standardized disposable income of private households excluding student households. Dutch provinces are NUTS2 units; Utrecht and Zuid-Holland are assigned to both old/current NUTS code versions retained in the atlas.,2022.0,,
